customer_id,Last_Order_Date,Frequency,Monetary,Total_Profit,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment,customer_name,gender,age,city,region_id,signup_date,customer_segment
CUST-05622,2026-06-03,1,1851.55,744.13,79,5,2,2,522,Potential Loyalists,Navya Gupta,Female,18,Ranchi,REG-04,2020-08-06,Consumer
CUST-05623,2023-04-19,1,1227.05,428.19,1220,1,2,1,121,Lost Customers,Abhishek Kulkarni,Male,23,Nagpur,REG-01,2022-10-22,Corporate
CUST-05624,2026-05-23,6,17911.45,7146.99,90,4,5,5,455,Champions,Vihaan Pillai,Male,39,Kolkata,REG-04,2025-03-31,Consumer
CUST-05625,2025-11-25,3,8414.4,3630.13,269,3,5,5,355,Loyal Customers,Navya Chopra,Other,52,Lucknow,REG-02,2020-09-13,Consumer
CUST-05626,2021-12-28,1,3282.5,1377.42,1697,1,2,3,123,At Risk,Manish Mehta,Male,32,Raipur,REG-05,2021-01-20,Consumer
CUST-05627,2026-05-30,1,1212.5,479.46000000000004,83,5,2,1,521,Potential Loyalists,Aditya Deshmukh,Male,37,Surat,REG-01,2025-11-11,Consumer
CUST-05628,2024-01-29,1,2571.5,1107.84,935,1,2,2,122,Lost Customers,Saanvi Mukherjee,Female,44,Ahmedabad,REG-01,2020-12-26,Corporate
CUST-05629,2026-02-23,1,4502.0,1473.0,179,4,2,4,424,Potential Loyalists,Deepak Joshi,Male,25,Bangalore,REG-03,2025-10-06,Consumer
CUST-05630,2023-01-31,1,5284.15,1563.1399999999999,1298,1,2,4,124,Can't Lose Them,Sai Pandey,Male,38,Chandigarh,REG-02,2021-11-03,Consumer
CUST-05631,2024-08-29,1,2668.1,842.36,722,2,2,3,223,At Risk,Swati Kulkarni,Female,25,Panaji,REG-01,2024-01-07,Consumer
CUST-05632,2026-06-17,1,2218.55,786.87,65,5,2,2,522,Potential Loyalists,Shaurya Pandey,Male,43,Mumbai,REG-01,2024-03-05,Consumer
CUST-05633,2022-06-25,1,3417.1,1107.93,1518,1,2,3,123,At Risk,Rajesh Shah,Male,35,Silchar,REG-06,2021-10-04,Consumer
CUST-05634,2026-02-10,1,3179.1,1165.74,192,4,2,3,423,Potential Loyalists,Pari Shah,Female,37,Bilaspur,REG-05,2020-10-19,Consumer
CUST-05635,2025-12-19,3,4671.75,1414.59,245,3,5,4,354,Loyal Customers,Gaurav Malhotra,Male,25,Guwahati,REG-06,2023-01-16,Consumer
CUST-05636,2024-03-27,1,870.55,371.19,877,1,2,1,121,Lost Customers,Myra Sharma,Female,41,Gwalior,REG-05,2021-07-10,Consumer
CUST-05637,2024-12-16,1,2278.0,847.66,613,2,2,2,222,Hibernating,Aditi Mishra,Female,56,Chandigarh,REG-02,2023-07-13,Consumer
CUST-05638,2026-07-02,1,1641.5,583.46,50,5,2,1,521,Potential Loyalists,Suresh Deshmukh,Male,22,Dibrugarh,REG-06,2026-06-16,Corporate
CUST-05639,2025-04-12,1,2360.0,1128.6699999999998,496,2,2,2,222,Hibernating,Avani Nair,Female,30,Gurgaon,REG-02,2020-10-16,Small Business
CUST-05640,2024-12-19,1,2437.05,1007.4399999999999,610,2,2,2,222,Hibernating,Deepak Kapoor,Male,36,Noida,REG-02,2024-07-25,Small Business
CUST-05641,2026-06-13,1,1459.25,302.21000000000004,69,5,2,1,521,Potential Loyalists,Kavya Kulkarni,Female,42,Bhubaneswar,REG-04,2020-07-10,Consumer
CUST-05642,2026-08-04,1,3583.1499999999996,1001.73,17,5,2,3,523,Potential Loyalists,Vihaan Choudhury,Male,27,Ludhiana,REG-02,2023-12-17,Consumer
CUST-05643,2023-10-15,1,3977.25,1775.98,1041,1,2,4,124,Can't Lose Them,Navya Verma,Female,18,Bhopal,REG-05,2021-03-21,Consumer
CUST-05644,2026-05-21,1,1718.0,662.99,92,4,2,1,421,Potential Loyalists,Amit Patel,Male,48,Delhi,REG-02,2024-04-30,Corporate
CUST-05645,2025-10-13,1,4223.5,1694.26,312,3,2,4,324,Hibernating,Ira Kapoor,Female,42,Chennai,REG-03,2023-04-10,Corporate
CUST-05646,2023-04-25,1,2321.0,994.0799999999999,1214,1,2,2,122,Lost Customers,Pranav Joshi,Male,18,Chandigarh,REG-02,2020-06-23,Small Business
CUST-05647,2025-02-01,1,2710.05,1347.77,566,2,2,3,223,At Risk,Abhishek Iyer,Male,27,Vadodara,REG-01,2025-01-14,Consumer
CUST-05648,2024-06-25,1,1585.1,579.58,787,2,2,1,221,Hibernating,Vikram Deshmukh,Male,51,Lucknow,REG-02,2023-09-25,Corporate
CUST-05649,2023-04-07,1,5122.3,2260.45,1232,1,2,4,124,Can't Lose Them,Avani Joshi,Female,49,Nagpur,REG-01,2020-08-17,Consumer
CUST-05650,2026-01-17,5,9840.75,3481.36,216,4,5,5,455,Champions,Neha Das,Female,44,Vadodara,REG-01,2024-11-10,Consumer
CUST-05651,2026-05-17,1,1612.1,455.48,96,4,2,1,421,Potential Loyalists,Pranav Verma,Male,32,Surat,REG-01,2026-05-13,Consumer
CUST-05652,2025-03-17,1,1422.1,623.9599999999999,522,2,2,1,221,Hibernating,Shaurya Choudhury,Male,34,Pune,REG-01,2022-04-30,Consumer
CUST-05653,2026-07-23,4,8786.65,3263.79,29,5,5,5,555,Champions,Gaurav Bose,Male,32,Jaipur,REG-02,2021-02-01,Consumer
CUST-05654,2026-05-06,2,8699.75,3655.77,107,4,4,5,445,Champions,Rahul Chopra,Male,46,Coimbatore,REG-03,2023-02-10,Consumer
CUST-05655,2024-08-06,1,2448.2,867.04,745,2,2,2,222,Hibernating,Avani Mishra,Female,24,Ujjain,REG-05,2021-03-17,Corporate
CUST-05656,2026-01-12,1,2195.6,939.23,221,4,2,2,422,Potential Loyalists,Amit Mukherjee,Male,25,Visakhapatnam,REG-03,2025-11-05,Corporate
CUST-05657,2025-02-25,1,789.0,310.01,542,2,2,1,221,Hibernating,Shreya Bose,Female,45,Ujjain,REG-05,2021-07-21,Consumer
CUST-05658,2024-12-12,2,2871.0,1171.0900000000001,617,2,4,3,243,At Risk,Sunita Reddy,Female,33,Patna,REG-04,2023-03-11,Consumer
CUST-05659,2026-07-07,1,2307.0,1155.7,45,5,2,2,522,Potential Loyalists,Dhruv Verma,Male,49,Vadodara,REG-01,2024-08-18,Consumer
CUST-05660,2026-04-22,1,1129.0,310.2,121,4,2,1,421,Potential Loyalists,Deepak Iyer,Male,26,Kanpur,REG-02,2023-08-03,Consumer
CUST-05661,2025-11-07,1,2418.1,760.4200000000001,287,3,2,2,322,Hibernating,Sneha Das,Female,33,Indore,REG-05,2023-03-27,Consumer
CUST-05662,2021-11-18,1,2519.0,1011.5600000000001,1737,1,2,2,122,Lost Customers,Anand Rao,Male,23,Pune,REG-01,2021-05-27,Corporate
CUST-05663,2026-05-27,1,3478.15,1053.27,86,4,2,3,423,Potential Loyalists,Preeti Deshmukh,Female,34,Coimbatore,REG-03,2023-07-18,Corporate
CUST-05664,2026-04-27,1,2768.15,747.48,116,4,2,3,423,Potential Loyalists,Priyanka Pandey,Female,18,Asansol,REG-04,2025-07-19,Corporate
CUST-05665,2026-05-02,3,7958.4,2724.0099999999998,111,4,5,5,455,Champions,Rahul Patel,Male,28,Bhubaneswar,REG-04,2023-10-10,Small Business
CUST-05666,2024-08-11,1,2171.0,820.9,740,2,2,2,222,Hibernating,Neha Iyer,Female,18,Mumbai,REG-01,2023-11-20,Consumer
CUST-05667,2024-01-15,1,2509.65,993.56,949,1,2,2,122,Lost Customers,Preeti Rao,Female,41,Kanpur,REG-02,2023-01-18,Corporate
CUST-05668,2026-06-02,2,5419.2,2380.16,80,5,4,4,544,Champions,Ananya Kapoor,Female,41,Cuttack,REG-04,2026-01-21,Consumer
CUST-05669,2025-11-11,1,3389.55,1242.1599999999999,283,3,2,3,323,Hibernating,Dhruv Menon,Male,18,Nagpur,REG-01,2025-10-08,Consumer
CUST-05670,2026-06-20,1,1946.0,843.3499999999999,62,5,2,2,522,Potential Loyalists,Rahul Kulkarni,Male,48,Jabalpur,REG-05,2026-05-16,Consumer
CUST-05671,2026-08-13,2,5442.05,2046.88,8,5,4,4,544,Champions,Karan Singh,Male,61,Noida,REG-02,2026-06-13,Consumer
CUST-05672,2025-07-02,1,2204.0,1097.67,415,3,2,2,322,Hibernating,Karan Rao,Male,34,Coimbatore,REG-03,2025-05-14,Consumer
CUST-05673,2025-04-10,4,5351.75,2047.32,498,2,5,4,254,At Risk,Pranav Aggarwal,Male,26,Guwahati,REG-06,2021-05-01,Consumer
CUST-05674,2026-01-19,3,9197.25,3614.13,214,4,5,5,455,Champions,Sunita Joshi,Female,65,Vadodara,REG-01,2021-10-30,Consumer
CUST-05675,2026-07-02,6,19848.95,7315.11,50,5,5,5,555,Champions,Priyanka Gupta,Female,19,Nagpur,REG-01,2025-12-24,Corporate
CUST-05676,2026-04-13,1,1518.0,853.74,130,4,2,1,421,Potential Loyalists,Sneha Saxena,Female,34,Ludhiana,REG-02,2023-12-27,Consumer
CUST-05677,2026-04-18,4,8451.0,3619.92,125,4,5,5,455,Champions,Atharv Mishra,Male,35,Kochi,REG-03,2025-01-28,Consumer
CUST-05678,2026-08-06,3,6743.650000000001,2859.55,15,5,5,5,555,Champions,Preeti Nair,Female,48,Ranchi,REG-04,2025-10-24,Small Business
CUST-05679,2025-12-17,1,2053.55,773.76,247,3,2,2,322,Hibernating,Rohan Verma,Other,37,Ludhiana,REG-02,2025-08-31,Small Business
CUST-05680,2025-11-25,4,13651.65,5164.98,269,3,5,5,355,Loyal Customers,Atharv Choudhury,Male,28,Pune,REG-01,2024-06-14,Consumer
CUST-05681,2026-03-15,1,5912.15,2676.69,159,4,2,5,425,Potential Loyalists,Vikram Iyer,Male,23,Panaji,REG-01,2025-07-22,Corporate
CUST-05682,2024-02-24,1,1245.0,612.0799999999999,909,1,2,1,121,Lost Customers,Advik Kapoor,Male,30,Vadodara,REG-01,2023-05-31,Small Business
CUST-05683,2025-11-28,1,2353.25,765.9000000000001,266,3,2,2,322,Hibernating,Sara Chopra,Female,22,Howrah,REG-04,2025-09-22,Consumer
CUST-05684,2024-09-29,2,4584.1,1631.73,691,2,4,4,244,At Risk,Tanvi Malhotra,Female,34,Lucknow,REG-02,2024-03-17,Consumer
CUST-05685,2021-04-27,1,2612.35,954.0899999999999,1942,1,2,3,123,At Risk,Saanvi Aggarwal,Female,27,Raipur,REG-05,2020-09-17,Small Business
CUST-05686,2025-08-23,3,5626.25,2235.7,363,3,5,4,354,Loyal Customers,Anika Menon,Female,18,Nashik,REG-01,2022-03-20,Consumer
CUST-05687,2026-07-04,1,4436.6,1628.22,48,5,2,4,524,Potential Loyalists,Ananya Bhat,Female,47,Hyderabad,REG-03,2025-09-27,Consumer
CUST-05688,2026-07-30,1,2187.6,940.1500000000001,22,5,2,2,522,Potential Loyalists,Kabir Trivedi,Male,28,Bangalore,REG-03,2023-06-22,Corporate
CUST-05689,2026-05-02,1,2960.3,1331.92,111,4,2,3,423,Potential Loyalists,Meera Trivedi,Female,20,Trivandrum,REG-03,2024-12-08,Consumer
CUST-05690,2022-09-20,1,2885.6,876.8499999999999,1431,1,2,3,123,At Risk,Pranav Saxena,Male,32,Bangalore,REG-03,2022-07-08,Corporate
CUST-05691,2026-05-04,2,5769.849999999999,1842.75,109,4,4,4,444,Champions,Abhishek Iyer,Male,34,Gurgaon,REG-02,2023-08-14,Consumer
CUST-05692,2022-06-11,2,3132.5,1094.93,1532,1,4,3,143,Can't Lose Them,Vivaan Kulkarni,Male,18,Trivandrum,REG-03,2021-07-26,Consumer
CUST-05693,2026-08-04,1,1717.6,756.45,17,5,2,1,521,Potential Loyalists,Dhruv Mishra,Male,37,Howrah,REG-04,2026-04-23,Consumer
CUST-05694,2021-03-30,1,3313.05,1436.9499999999998,1970,1,2,3,123,At Risk,Vihaan Mukherjee,Male,22,Silchar,REG-06,2021-02-20,Consumer
CUST-05695,2026-04-26,2,5485.55,1888.3,117,4,4,4,444,Champions,Anand Mukherjee,Male,52,Bangalore,REG-03,2025-09-11,Corporate
CUST-05696,2022-08-12,4,11322.45,4262.1,1470,1,5,5,155,Can't Lose Them,Sai Joshi,Male,39,Nagpur,REG-01,2021-03-30,Consumer
CUST-05697,2025-10-28,2,2602.55,954.93,297,3,4,3,343,Loyal Customers,Sneha Verma,Female,29,Hyderabad,REG-03,2022-10-01,Consumer
CUST-05698,2024-02-05,2,4885.3,1657.03,928,1,4,4,144,Can't Lose Them,Saanvi Bhat,Female,25,Surat,REG-01,2023-11-14,Corporate
CUST-05699,2026-08-10,3,8763.1,3679.58,11,5,5,5,555,Champions,Ananya Gupta,Female,32,Imphal,REG-06,2023-10-11,Consumer
CUST-05700,2025-04-13,2,5104.0,1960.99,495,2,4,4,244,At Risk,Kavya Pillai,Female,40,Indore,REG-05,2023-07-17,Consumer
CUST-05701,2025-10-29,1,2374.3,854.69,296,3,2,2,322,Hibernating,Aarav Patel,Male,33,Howrah,REG-04,2024-05-14,Small Business
CUST-05702,2026-06-10,3,5894.65,2474.37,72,5,5,5,555,Champions,Aarohi Kapoor,Female,31,Cuttack,REG-04,2023-10-14,Consumer
CUST-05703,2026-02-04,2,4558.0,1386.27,198,4,4,4,444,Champions,Ayaan Patel,Male,34,Silchar,REG-06,2022-02-28,Consumer
CUST-05704,2025-04-22,2,2615.15,1235.42,486,2,4,3,243,At Risk,Preeti Mehta,Other,27,Jaipur,REG-02,2024-04-30,Consumer
CUST-05705,2024-10-26,2,4436.75,1478.9,664,2,4,4,244,At Risk,Arjun Sharma,Male,30,Asansol,REG-04,2023-01-01,Consumer
CUST-05706,2026-01-13,2,6390.1,2541.93,220,4,4,5,445,Champions,Aanya Joshi,Female,18,Trivandrum,REG-03,2025-04-06,Consumer
CUST-05707,2026-06-30,3,8666.0,3177.86,52,5,5,5,555,Champions,Angel Singh,Female,44,Vadodara,REG-01,2022-07-14,Consumer
CUST-05708,2026-06-12,1,4538.65,1381.8799999999999,70,5,2,4,524,Potential Loyalists,Dhruv Joshi,Male,37,Bilaspur,REG-05,2023-08-20,Corporate
CUST-05709,2024-03-14,1,2089.05,673.4399999999999,890,1,2,2,122,Lost Customers,Diya Bose,Female,25,Nashik,REG-01,2023-02-14,Consumer
CUST-05710,2021-03-01,1,3200.05,1355.7799999999997,1999,1,2,3,123,At Risk,Tanvi Chopra,Female,54,Surat,REG-01,2020-07-10,Corporate
CUST-05711,2023-04-03,1,1611.05,595.68,1236,1,2,1,121,Lost Customers,Preeti Deshmukh,Female,34,Gurgaon,REG-02,2021-04-21,Small Business
CUST-05712,2021-06-29,1,2221.65,849.92,1879,1,2,2,122,Lost Customers,Simran Patel,Female,22,Jaipur,REG-02,2020-12-08,Small Business
CUST-05713,2025-04-28,1,2284.65,482.29999999999995,480,2,2,2,222,Hibernating,Reyansh Kumar,Male,43,Gurgaon,REG-02,2023-07-14,Corporate
CUST-05714,2024-01-19,1,2838.05,1139.53,945,1,2,3,123,At Risk,Diya Malhotra,Female,38,Cuttack,REG-04,2023-03-05,Consumer
CUST-05715,2025-12-18,4,8818.05,2911.76,246,3,5,5,355,Loyal Customers,Rohan Aggarwal,Male,38,Ludhiana,REG-02,2023-02-11,Corporate
CUST-05716,2023-08-08,2,4338.2,1565.9599999999998,1109,1,4,4,144,Can't Lose Them,Sneha Pillai,Female,29,Ujjain,REG-05,2021-04-21,Corporate
CUST-05717,2025-10-24,2,2840.6,1168.26,301,3,4,3,343,Loyal Customers,Kavya Deshmukh,Female,38,Nashik,REG-01,2025-10-19,Consumer
CUST-05718,2024-11-23,1,2178.65,1025.77,636,2,2,2,222,Hibernating,Ira Shah,Female,31,Bangalore,REG-03,2023-09-20,Consumer
CUST-05719,2024-09-20,1,1186.55,435.42,700,2,2,1,221,Hibernating,Karan Mishra,Male,40,Cuttack,REG-04,2024-08-23,Corporate
CUST-05720,2026-06-27,2,4739.8,1682.56,55,5,4,4,544,Champions,Ira Chopra,Female,18,Vadodara,REG-01,2021-07-16,Corporate
CUST-05721,2025-11-13,3,7656.9,3024.43,281,3,5,5,355,Loyal Customers,Aditya Malhotra,Male,29,Hyderabad,REG-03,2020-08-14,Consumer
CUST-05722,2024-08-17,3,6598.25,2552.31,734,2,5,5,255,At Risk,Suresh Trivedi,Male,52,Pune,REG-01,2021-03-10,Consumer
CUST-05723,2025-11-28,1,4897.65,2036.23,266,3,2,4,324,Hibernating,Angel Reddy,Female,25,Patna,REG-04,2025-07-14,Consumer
CUST-05724,2025-03-05,3,5419.05,1929.27,534,2,5,4,254,At Risk,Kavya Joshi,Female,27,Noida,REG-02,2023-09-06,Consumer
CUST-05725,2024-11-04,1,2120.65,954.6800000000001,655,2,2,2,222,Hibernating,Atharv Chopra,Male,29,Surat,REG-01,2024-07-25,Consumer
CUST-05726,2025-07-02,2,5493.15,2124.84,415,3,4,4,344,Loyal Customers,Aditya Sharma,Male,20,Bilaspur,REG-05,2024-01-16,Consumer
CUST-05727,2026-07-30,2,5633.25,1721.1100000000001,22,5,4,4,544,Champions,Advaith Pandey,Male,18,Pune,REG-01,2022-11-14,Consumer
CUST-05728,2025-12-19,1,1252.15,535.9300000000001,245,3,2,1,321,Hibernating,Meera Aggarwal,Female,31,Howrah,REG-04,2025-08-02,Consumer
CUST-05729,2026-02-18,1,1783.15,472.08000000000004,184,4,2,2,422,Potential Loyalists,Abhishek Deshmukh,Male,35,Delhi,REG-02,2026-01-07,Small Business
CUST-05730,2026-03-07,1,1603.5,629.11,167,4,2,1,421,Potential Loyalists,Vihaan Aggarwal,Male,33,Ujjain,REG-05,2025-05-29,Consumer
CUST-05731,2026-05-20,1,4358.3,1686.1,93,4,2,4,424,Potential Loyalists,Gaurav Das,Male,32,Bangalore,REG-03,2021-05-08,Corporate
CUST-05732,2023-11-04,1,3185.5,1214.22,1021,1,2,3,123,At Risk,Aarohi Malhotra,Female,34,Raipur,REG-05,2022-05-05,Consumer
CUST-05733,2023-02-28,1,3429.35,1583.7,1270,1,2,3,123,At Risk,Rajesh Rao,Male,45,Hyderabad,REG-03,2022-03-15,Small Business
CUST-05734,2025-11-26,4,12522.9,3978.7,268,3,5,5,355,Loyal Customers,Angel Sharma,Female,31,Imphal,REG-06,2021-04-13,Consumer
CUST-05735,2026-02-18,3,6960.2,2505.93,184,4,5,5,455,Champions,Krishna Mishra,Male,27,Ranchi,REG-04,2024-12-07,Consumer
CUST-05736,2025-06-12,1,1268.5,611.4100000000001,435,3,2,1,321,Hibernating,Myra Mishra,Female,30,Vadodara,REG-01,2023-03-20,Consumer
CUST-05737,2025-10-01,1,4256.2,1725.27,324,3,2,4,324,Hibernating,Simran Nair,Female,40,Kolkata,REG-04,2021-02-18,Corporate
CUST-05738,2026-03-07,2,4865.0,2117.52,167,4,4,4,444,Champions,Saanvi Saxena,Female,49,Vadodara,REG-01,2024-03-20,Consumer
CUST-05739,2023-02-03,1,1996.05,480.28,1295,1,2,2,122,Lost Customers,Meera Reddy,Female,27,Bilaspur,REG-05,2021-09-04,Consumer
CUST-05740,2026-02-13,1,5037.1,1775.02,189,4,2,4,424,Potential Loyalists,Deepak Trivedi,Male,35,Dibrugarh,REG-06,2024-12-21,Consumer
CUST-05741,2026-07-19,3,8236.7,3210.19,33,5,5,5,555,Champions,Riya Bose,Female,37,Kochi,REG-03,2023-06-28,Corporate
CUST-05742,2025-05-10,1,1492.0,748.99,468,2,2,1,221,Hibernating,Aanya Kulkarni,Other,23,Trivandrum,REG-03,2020-12-21,Corporate
CUST-05743,2026-08-04,2,4003.25,1498.8999999999999,17,5,4,4,544,Champions,Kabir Pandey,Male,34,Jabalpur,REG-05,2022-02-04,Consumer
CUST-05744,2026-05-07,4,10569.45,3341.27,106,4,5,5,455,Champions,Gaurav Nair,Male,18,Vadodara,REG-01,2024-11-28,Corporate
CUST-05745,2026-07-14,1,2590.6,1161.3400000000001,38,5,2,3,523,Potential Loyalists,Ira Pillai,Female,18,Bilaspur,REG-05,2026-01-09,Consumer
CUST-05746,2023-01-14,2,8355.65,3177.25,1315,1,4,5,145,Can't Lose Them,Manish Menon,Male,38,Coimbatore,REG-03,2021-08-08,Corporate
CUST-05747,2025-09-05,2,6345.75,1976.03,350,3,4,5,345,Loyal Customers,Nikhil Kulkarni,Male,29,Pune,REG-01,2023-10-13,Consumer
CUST-05748,2023-09-21,1,1430.5,600.3900000000001,1065,1,2,1,121,Lost Customers,Aarohi Bose,Female,36,Mumbai,REG-01,2021-04-06,Consumer
CUST-05749,2021-07-06,1,2989.6,1193.0900000000001,1872,1,2,3,123,At Risk,Preeti Chopra,Female,33,Ludhiana,REG-02,2020-11-20,Consumer
CUST-05750,2025-03-19,1,1962.15,837.1,520,2,2,2,222,Hibernating,Manish Rao,Male,23,Jaipur,REG-02,2020-12-09,Consumer
CUST-05751,2025-07-21,1,1357.15,227.45,396,3,2,1,321,Hibernating,Aadhya Trivedi,Female,33,Chandigarh,REG-02,2021-12-15,Consumer
CUST-05752,2025-01-24,2,5388.0,1857.1999999999998,574,2,4,4,244,At Risk,Tanvi Singh,Female,20,Ranchi,REG-04,2020-08-16,Consumer
CUST-05753,2024-08-02,3,8904.25,2993.83,749,2,5,5,255,At Risk,Atharv Mishra,Male,49,Panaji,REG-01,2021-10-21,Consumer
CUST-05754,2026-02-06,1,5496.6,2082.39,196,4,2,4,424,Potential Loyalists,Shreya Mukherjee,Female,19,Shillong,REG-06,2025-01-08,Consumer
CUST-05755,2023-01-30,1,1484.0,611.76,1299,1,2,1,121,Lost Customers,Avani Verma,Female,31,Chandigarh,REG-02,2021-02-13,Consumer
CUST-05756,2025-11-24,1,3483.5,1420.26,270,3,2,3,323,Hibernating,Sneha Mehta,Female,22,Delhi,REG-02,2025-05-29,Small Business
CUST-05757,2026-05-11,2,5541.95,1831.62,102,4,4,4,444,Champions,Aadhya Deshmukh,Female,40,Bangalore,REG-03,2025-03-24,Consumer
CUST-05758,2024-07-12,2,5359.05,1330.03,770,2,4,4,244,At Risk,Navya Mukherjee,Female,30,Ludhiana,REG-02,2022-02-22,Consumer
CUST-05759,2026-05-03,3,7063.45,2297.17,110,4,5,5,455,Champions,Manish Kapoor,Male,28,Ranchi,REG-04,2025-01-09,Corporate
CUST-05760,2023-10-08,1,892.0,358.36,1048,1,2,1,121,Lost Customers,Myra Nair,Female,43,Nashik,REG-01,2021-05-09,Consumer
CUST-05761,2024-09-14,1,1880.0,821.47,706,2,2,2,222,Hibernating,Dhruv Mukherjee,Male,34,Nashik,REG-01,2024-04-25,Corporate
CUST-05762,2025-07-31,1,2248.65,406.49,386,3,2,2,322,Hibernating,Manish Rao,Male,39,Bhopal,REG-05,2025-06-13,Small Business
CUST-05763,2026-06-21,1,1839.1,776.02,61,5,2,2,522,Potential Loyalists,Pari Bhat,Female,23,Jaipur,REG-02,2024-06-25,Consumer
CUST-05764,2022-06-19,1,3458.8,1182.29,1524,1,2,3,123,At Risk,Amit Mukherjee,Male,18,Jabalpur,REG-05,2020-12-05,Consumer
CUST-05765,2024-08-08,1,889.0,362.72,743,2,2,1,221,Hibernating,Suresh Patel,Male,35,Hyderabad,REG-03,2022-05-26,Consumer
CUST-05766,2025-08-28,1,1207.1,484.86,358,3,2,1,321,Hibernating,Rahul Mishra,Male,30,Surat,REG-01,2020-07-14,Small Business
CUST-05767,2023-09-27,1,2946.0,744.2,1059,1,2,3,123,At Risk,Ananya Mehta,Female,40,Ludhiana,REG-02,2022-05-25,Corporate
CUST-05768,2025-04-26,1,3277.05,1111.5,482,2,2,3,223,At Risk,Pooja Reddy,Female,33,Nashik,REG-01,2023-07-24,Corporate
CUST-05769,2026-05-14,2,3489.1,1632.41,99,4,4,3,443,Loyal Customers,Kabir Malhotra,Male,36,Hyderabad,REG-03,2020-12-02,Consumer
CUST-05770,2025-09-23,1,1419.05,516.46,332,3,2,1,321,Hibernating,Angel Saxena,Female,18,Ludhiana,REG-02,2024-10-19,Consumer
CUST-05771,2025-07-04,1,4398.55,1300.42,413,3,2,4,324,Hibernating,Preeti Rao,Female,54,Ahmedabad,REG-01,2022-04-08,Consumer
CUST-05772,2025-09-28,1,1607.0,425.22,327,3,2,1,321,Hibernating,Arjun Verma,Male,32,Trivandrum,REG-03,2021-06-29,Corporate
CUST-05773,2026-06-22,2,2871.8,1119.02,60,5,4,3,543,Loyal Customers,Pooja Verma,Female,41,Nashik,REG-01,2020-11-05,Corporate
CUST-05774,2026-01-10,1,2106.2,902.72,223,4,2,2,422,Potential Loyalists,Preeti Kapoor,Female,24,Mumbai,REG-01,2024-11-18,Consumer
CUST-05775,2025-03-13,2,6106.2,2752.6099999999997,526,2,4,5,245,At Risk,Ayaan Trivedi,Male,37,Jaipur,REG-02,2024-05-11,Corporate
CUST-05776,2022-04-16,1,2991.1,1400.19,1588,1,2,3,123,At Risk,Myra Mehta,Female,19,Kanpur,REG-02,2021-04-11,Consumer
CUST-05777,2026-08-02,1,2833.05,1083.12,19,5,2,3,523,Potential Loyalists,Rahul Bose,Male,38,Raipur,REG-05,2026-06-28,Corporate
CUST-05778,2026-06-07,1,2357.55,927.89,75,5,2,2,522,Potential Loyalists,Meera Gupta,Female,30,Delhi,REG-02,2021-11-26,Corporate
CUST-05779,2023-04-18,1,1785.05,520.1899999999999,1221,1,2,2,122,Lost Customers,Karan Bose,Male,34,Kochi,REG-03,2022-01-13,Corporate
CUST-05780,2023-04-10,1,2967.5,1060.95,1229,1,2,3,123,At Risk,Pari Chopra,Female,41,Raipur,REG-05,2020-12-06,Corporate
CUST-05781,2022-07-27,1,3025.55,1016.84,1486,1,2,3,123,At Risk,Sunita Sharma,Other,20,Chandigarh,REG-02,2020-08-15,Consumer
CUST-05782,2026-07-08,2,5480.7,1908.48,44,5,4,4,544,Champions,Swati Deshmukh,Female,26,Asansol,REG-04,2025-12-31,Small Business
CUST-05783,2024-03-06,3,6876.7,2818.68,898,1,5,5,155,Can't Lose Them,Pooja Shah,Female,39,Vadodara,REG-01,2021-09-24,Corporate
CUST-05784,2026-07-01,1,2048.0,968.96,51,5,2,2,522,Potential Loyalists,Myra Sharma,Other,57,Jaipur,REG-02,2026-06-21,Consumer
CUST-05785,2025-09-27,1,507.0,205.15,328,3,2,1,321,Hibernating,Ayaan Mishra,Male,32,Asansol,REG-04,2023-01-04,Small Business
CUST-05786,2025-08-26,1,3437.1,1260.48,360,3,2,3,323,Hibernating,Angel Mukherjee,Female,40,Panaji,REG-01,2025-01-22,Consumer
CUST-05787,2021-12-24,2,4858.45,1970.84,1701,1,4,4,144,Can't Lose Them,Anushka Mishra,Female,32,Imphal,REG-06,2020-11-04,Consumer
CUST-05788,2025-07-02,4,11713.65,4590.23,415,3,5,5,355,Loyal Customers,Preeti Malhotra,Female,55,Panaji,REG-01,2020-06-22,Consumer
CUST-05789,2024-10-18,1,852.05,325.82,672,2,2,1,221,Hibernating,Vikram Verma,Male,18,Mysore,REG-03,2023-02-19,Consumer
CUST-05790,2024-03-09,1,1059.15,461.19,895,1,2,1,121,Lost Customers,Arjun Kulkarni,Male,35,Bangalore,REG-03,2022-03-17,Corporate
CUST-05791,2024-05-08,1,1818.1,569.28,835,2,2,2,222,Hibernating,Atharv Mehta,Male,18,Guwahati,REG-06,2020-12-13,Consumer
CUST-05792,2026-07-15,1,943.0,267.25,37,5,2,1,521,Potential Loyalists,Aanya Trivedi,Female,18,Gwalior,REG-05,2026-07-14,Small Business
CUST-05793,2026-08-18,3,5676.55,2404.99,3,5,5,4,554,Champions,Dhruv Chopra,Male,37,Lucknow,REG-02,2026-06-30,Consumer
CUST-05794,2025-03-14,1,1716.0,788.4000000000001,525,2,2,1,221,Hibernating,Ishaan Kumar,Male,35,Bangalore,REG-03,2024-09-15,Consumer
